evaluation_type,window_id,attack_id,target_tag,p1_target_tag,method,candidate_action,t,step,predicted_LIT101,predicted_level,safe_low,safe_high,target_low,target_high,predicted_pump_state,predicted_mv101_state,selected
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,12,12,587.6179338846165,587.6179338846165,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,13,13,586.7464913603562,586.7464913603562,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,14,14,586.754425136096,586.754425136096,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,15,15,586.7623589118357,586.7623589118357,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,16,16,586.7702926875754,586.7702926875754,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,17,17,586.7782264633151,586.7782264633151,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,18,18,586.7861602390549,586.7861602390549,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,19,19,586.7940940147946,586.7940940147946,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,20,20,586.8020277905343,586.8020277905343,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,21,21,586.8099615662741,586.8099615662741,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,22,22,586.8178953420138,586.8178953420138,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,23,23,586.8258291177535,586.8258291177535,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,24,24,586.8337628934933,586.8337628934933,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,25,25,586.841696669233,586.841696669233,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,26,26,586.8496304449727,586.8496304449727,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,27,27,586.8575642207124,586.8575642207124,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,28,28,586.8654979964522,586.8654979964522,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,29,29,586.8734317721919,586.8734317721919,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,30,30,586.8813655479316,586.8813655479316,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,31,31,586.8892993236714,586.8892993236714,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,32,32,586.8972330994111,586.8972330994111,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,33,33,586.9051668751508,586.9051668751508,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,34,34,586.9131006508906,586.9131006508906,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,35,35,586.9210344266303,586.9210344266303,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,36,36,586.92896820237,586.92896820237,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,37,37,586.9369019781097,586.9369019781097,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,38,38,586.9448357538495,586.9448357538495,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,39,39,586.9527695295892,586.9527695295892,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,40,40,586.9607033053289,586.9607033053289,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,41,41,586.9686370810687,586.9686370810687,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,42,42,586.9765708568084,586.9765708568084,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,43,43,586.9845046325481,586.9845046325481,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,44,44,586.9924384082879,586.9924384082879,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,45,45,587.0003721840276,587.0003721840276,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,46,46,587.0083059597673,587.0083059597673,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,47,47,587.016239735507,587.016239735507,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,48,48,587.0241735112468,587.0241735112468,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,49,49,587.0321072869865,587.0321072869865,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,50,50,587.0400410627262,587.0400410627262,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,51,51,587.047974838466,587.047974838466,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,52,52,587.0559086142057,587.0559086142057,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,53,53,587.0638423899454,587.0638423899454,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,54,54,587.0717761656852,587.0717761656852,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,55,55,587.0797099414249,587.0797099414249,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,56,56,587.0876437171646,587.0876437171646,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,57,57,587.0955774929043,587.0955774929043,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,58,58,587.1035112686441,587.1035112686441,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,R0_KEEP_CURRENT,R0_KEEP_CURRENT,59,59,587.1114450443838,587.1114450443838,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,0,0,591.0402337757397,591.0402337757397,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,1,1,591.0481675514794,591.0481675514794,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,2,2,591.0561013272192,591.0561013272192,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,3,3,591.0640351029589,591.0640351029589,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,4,4,591.0719688786986,591.0719688786986,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,5,5,591.0799026544383,591.0799026544383,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,6,6,591.0878364301781,591.0878364301781,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,7,7,591.0957702059178,591.0957702059178,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,8,8,591.1037039816575,591.1037039816575,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,9,9,591.1116377573973,591.1116377573973,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,10,10,591.119571533137,591.119571533137,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,11,11,591.1275053088767,591.1275053088767,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,12,12,591.1354390846165,591.1354390846165,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,13,13,591.1433728603562,591.1433728603562,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,14,14,591.1513066360959,591.1513066360959,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,15,15,591.1592404118356,591.1592404118356,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,16,16,591.1671741875754,591.1671741875754,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,17,17,591.1751079633151,591.1751079633151,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,18,18,591.1830417390548,591.1830417390548,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,19,19,591.1909755147946,591.1909755147946,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,20,20,591.1989092905343,591.1989092905343,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,21,21,591.206843066274,591.206843066274,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,22,22,591.2147768420137,591.2147768420137,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,23,23,591.2227106177535,591.2227106177535,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,24,24,591.2306443934932,591.2306443934932,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,25,25,591.2385781692329,591.2385781692329,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,26,26,591.2465119449727,591.2465119449727,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,27,27,591.2544457207124,591.2544457207124,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,28,28,591.2623794964521,591.2623794964521,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,29,29,591.2703132721919,591.2703132721919,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,30,30,591.2782470479316,591.2782470479316,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,31,31,591.2861808236713,591.2861808236713,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,32,32,591.294114599411,591.294114599411,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,33,33,591.3020483751508,591.3020483751508,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,34,34,591.3099821508905,591.3099821508905,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,35,35,591.3179159266302,591.3179159266302,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,36,36,591.32584970237,591.32584970237,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,37,37,591.3337834781097,591.3337834781097,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,38,38,591.3417172538494,591.3417172538494,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,39,39,591.3496510295892,591.3496510295892,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,40,40,591.3575848053289,591.3575848053289,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,41,41,591.3655185810686,591.3655185810686,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,42,42,591.3734523568083,591.3734523568083,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,43,43,591.3813861325481,591.3813861325481,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,44,44,591.3893199082878,591.3893199082878,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,45,45,591.3972536840275,591.3972536840275,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,46,46,591.4051874597673,591.4051874597673,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,47,47,591.413121235507,591.413121235507,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,48,48,591.4210550112467,591.4210550112467,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,49,49,591.4289887869865,591.4289887869865,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,50,50,591.4369225627262,591.4369225627262,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,51,51,591.4448563384659,591.4448563384659,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,52,52,591.4527901142056,591.4527901142056,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,53,53,591.4607238899454,591.4607238899454,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,54,54,591.4686576656851,591.4686576656851,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,55,55,591.4765914414248,591.4765914414248,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,56,56,591.4845252171646,591.4845252171646,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,57,57,591.4924589929043,591.4924589929043,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,58,58,591.500392768644,591.500392768644,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,59,59,591.5083265443837,591.5083265443837,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,0,0,590.1608574757397,590.1608574757397,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,1,1,589.2894149514794,589.2894149514794,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,3,3,LIT101,LIT101,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,2,2,588.4179724272192,588.4179724272192,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
