evaluation_type,window_id,attack_id,target_tag,p1_target_tag,method,candidate_action,t,step,predicted_LIT101,predicted_level,safe_low,safe_high,target_low,target_high,predicted_pump_state,predicted_mv101_state,selected
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,9,9,691.2811377573973,691.2811377573973,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,10,10,691.2890715331371,691.2890715331371,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,11,11,691.2970053088768,691.2970053088768,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,12,12,691.3049390846165,691.3049390846165,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,13,13,691.3128728603563,691.3128728603563,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,14,14,691.320806636096,691.320806636096,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,15,15,691.3287404118357,691.3287404118357,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,16,16,691.3366741875755,691.3366741875755,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,17,17,691.3446079633152,691.3446079633152,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,18,18,691.3525417390549,691.3525417390549,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,19,19,691.3604755147946,691.3604755147946,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,20,20,691.3684092905344,691.3684092905344,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,21,21,691.3763430662741,691.3763430662741,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,22,22,691.3842768420138,691.3842768420138,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,23,23,691.3922106177536,691.3922106177536,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,24,24,691.4001443934933,691.4001443934933,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,25,25,691.408078169233,691.408078169233,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,26,26,691.4160119449728,691.4160119449728,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,27,27,691.4239457207125,691.4239457207125,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,28,28,691.4318794964522,691.4318794964522,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,29,29,691.4398132721919,691.4398132721919,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,30,30,691.4477470479317,691.4477470479317,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,31,31,691.4556808236714,691.4556808236714,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,32,32,691.4636145994111,691.4636145994111,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,33,33,691.4715483751509,691.4715483751509,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,34,34,691.4794821508906,691.4794821508906,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,35,35,691.4874159266303,691.4874159266303,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,36,36,691.49534970237,691.49534970237,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,37,37,691.5032834781098,691.5032834781098,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,38,38,691.5112172538495,691.5112172538495,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,39,39,691.5191510295892,691.5191510295892,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,40,40,691.527084805329,691.527084805329,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,41,41,691.5350185810687,691.5350185810687,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,42,42,691.5429523568084,691.5429523568084,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,43,43,691.5508861325482,691.5508861325482,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,44,44,691.5588199082879,691.5588199082879,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,45,45,691.5667536840276,691.5667536840276,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,46,46,691.5746874597673,691.5746874597673,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,47,47,691.5826212355071,691.5826212355071,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,48,48,691.5905550112468,691.5905550112468,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,49,49,691.5984887869865,691.5984887869865,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,50,50,691.6064225627263,691.6064225627263,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,51,51,691.614356338466,691.614356338466,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,52,52,691.6222901142057,691.6222901142057,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,53,53,691.6302238899455,691.6302238899455,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,54,54,691.6381576656852,691.6381576656852,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,55,55,691.6460914414249,691.6460914414249,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,56,56,691.6540252171646,691.6540252171646,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,57,57,691.6619589929044,691.6619589929044,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,58,58,691.6698927686441,691.6698927686441,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,FULL_SHUTDOWN,R7_LOCAL_SAFE_SHUTDOWN,59,59,691.6778265443838,691.6778265443838,494.7025,812.6498,515.3887,587.6138,P101=0;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,0,0,690.3303574757398,690.3303574757398,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,1,1,689.4589149514795,689.4589149514795,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,2,2,688.5874724272193,688.5874724272193,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,3,3,687.716029902959,687.716029902959,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,4,4,686.8445873786987,686.8445873786987,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,5,5,685.9731448544385,685.9731448544385,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,6,6,685.1017023301782,685.1017023301782,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,7,7,684.230259805918,684.230259805918,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
